1, 6, 41, 12, 842, 0, [1 2 3 4], NA
2, 8, 42, 29, 361, 1, [5 6 7 8], 81
3, 6, 43, 38, 670, 1, [9 10 11], NA
4, 6, 44, 21, 965, 1, [13 14 15], NA
5, 8, 45, 2, 2310, 1, [17 18], 82
6, 6, 46, 24, 1560, 1, [21 22 23 24], NA
7, 8, 47, 35, 1900, 1, [25 26 27], 83
8, 6, 48, 7, 450, 1, [29 30 31 32], NA
9, 6, 49, 18, 2150, 1, [33 34], NA
10, 8, 50, 22, 1250, 0, [37 38 39], 84
11, 6, 51, 10, 950, 1, [41 42 43], NA
12, 6, 52, 15, 422, 0, [45 46 47], NA
13, 8, 53, 39, 3550, 0, [49 50 51], 85
14, 6, 54, 17, 1780, 0, [53 54], NA
15, 6, 55, 3, 1960, 1, [57 58 59], NA
16, 8, 56, 11, 720, 1, [61 62 63], 86
17, 6, 57, 8, 2315, 1, [65 66 67 68], NA
18, 6, 58, 23, 580, 0, [69 70 71], NA
19, 8, 59, 5, 1540, 1, [73 74], 87
20, 6, 60, 20, 2890, 1, [77 78 79 80], NA
21, 6, 61, 25, 1030, 1, [81 82 83], NA
22, 8, 62, 34, 1610, 1, [85 86 87], 88
23, 6, 63, 16, 1035, 0, [89 90 91], NA
24, 6, 64, 13, 2450, 1, [93 94], NA
25, 8, 65, 27, 630, 0, [97 98 99], 89
26, 6, 66, 40, 1850, 1, [101 102 103], NA
27, 6, 67, 6, 330, 0, [105 106 107], NA
28, 8, 68, 1, 1235, 1, [109 110 111], 90
29, 6, 69, 19, 2775, 0, [113 114], NA
30, 6, 70, 14, 1650, 1, [117 118 119], NA
31, 6, 71, 4, 1120, 0, [121 122 123], NA
32, 8, 56, 36, 3450, 0, [125 126 127], 91
33, 6, 57, 9, 2150, 1, [129 130 131], NA
34, 6, 57, 31, 930, 0, [133 134], NA
35, 8, 58, 28, 210, 1, [137 138 139], 92
36, 6, 58, 33, 2870, 1, [141 142 143 144], NA
37, 6, 59, 26, 345, 1, [145 146 147], NA
38, 8, 59, 37, 2780, 1, [149 150 151], 93
39, 6, 60, 32, 900, 1, [153 154], NA
40, 6, 60, 29, 310, 0, [157 158 159], NA
