1, 6, 61, 15, 3100, 0, [1 2 3 4], NA
2, 8, 62, 22, 2100, 1, [5 6 7 8], 121
3, 6, 63, 5, 400, 1, [9 10 11], NA
4, 8, 64, 37, 700, 0, [13 14 15], 122
5, 6, 65, 33, 2500, 1, [17 18], NA
6, 6, 68, 19, 1600, 1, [21 22 23 24], NA
7, 8, 67, 44, 600, 1, [25 26 27], 123
8, 6, 68, 2, 1400, 1, [29 30 31 32], NA
9, 6, 69, 1, 270, 1, [33 34], NA
10, 8, 70, 8, 2100, 1, [37 38 39], 124
11, 6, 71, 17, 900, 0, [41 42 43], NA
12, 6, 72, 10, 350, 0, [45 46 47], NA
13, 8, 78, 40, 3200, 1, [49 50 51], 125
14, 6, 74, 20, 1900, 0, [53 54], NA
15, 6, 75, 11, 1700, 1, [57 58 59], NA
16, 8, 76, 9, 1150, 0, [61 62 63], 126
17, 6, 77, 4, 2850, 1, [65 66 67 68], NA
18, 6, 78, 14, 550, 0, [69 70 71], NA
19, 8, 79, 27, 1600, 0, [73 74], 127
20, 6, 80, 7, 2500, 1, [77 78 79 80], NA
21, 6, 81, 12, 450, 1, [81 82 83], NA
22, 6, 82, 24, 1800, 1, [85 86 87], NA
23, 8, 83, 47, 300, 1, [89 90 91], 128
24, 6, 84, 6, 1500, 1, [93 94], NA
25, 6, 85, 38, 750, 1, [97 98 99], NA
26, 8, 86, 29, 1950, 0, [101 102 103], 129
27, 6, 87, 39, 2400, 1, [105 106 107], NA
28, 6, 80, 31, 360, 1, [109 110 111], NA
29, 8, 89, 59, 180, 0, [113 114], 130
30, 6, 90, 28, 2700, 1, [117 118 119], NA
31, 6, 91, 30, 550, 1, [121 122 123], NA
32, 8, 92, 13, 1300, 1, [125 126 127], 131
33, 6, 93, 21, 290, 1, [129 130 131], NA
34, 6, 94, 18, 2450, 1, [133 134], NA
35, 8, 95, 50, 230, 1, [137 138 139], 132
36, 6, 96, 3, 1200, 1, [141 142 143 144], NA
37, 6, 97, 46, 300, 0, [145 146 147], NA
38, 8, 98, 54, 2100, 0, [149 150 151], 133
39, 6, 99, 36, 800, 1, [153 154], NA
40, 6, 100, 16, 250, 1, [157 158 159], NA
41, 8, 101, 23, 3500, 1, [161 162 163], 134
42, 6, 102, 34, 2800, 1, [165 166 167 168], NA
43, 6, 103, 25, 1750, 1, [169 170], NA
44, 8, 104, 35, 2200, 1, [173 174], 135
45, 6, 105, 48, 600, 1, [177 178 179], NA
46, 8, 106, 58, 150, 0, [181 182 183 184], 136
47, 6, 107, 41, 3600, 1, [185 186 187], NA
48, 6, 108, 51, 1300, 1, [189 190 191], NA
49, 8, 109, 52, 900, 1, [193 194], 137
50, 6, 110, 42, 2500, 1, [197 198 199 200], NA
51, 6, 111, 57, 1100, 1, [201 202 203 204], NA
52, 8, 112, 60, 200, 0, [205 206 207 208], 138
53, 6, 113, 49, 1600, 0, [209 210 211], NA
54, 6, 114, 32, 2200, 1, [213 214 215], NA
55, 8, 115, 26, 2350, 1, [217 218], 139
56, 6, 116, 43, 2550, 1, [221 222 223 224], NA
57, 8, 117, 53, 700, 1, [225 226 227], 140
58, 6, 118, 44, 1250, 1, [229 230 231 232], NA
59, 6, 119, 56, 300, 1, [233 234], NA
60, 8, 120, 14, 1950, 1, [237 238 239], 141
