1, 6, 21, 5, 522, 1, [1 2 3 4], NA
2, 8, 22, 18, 3102, 1, [5 6 7 8], 41
3, 6, 23, 7, 800, 1, [9 10 11], NA
4, 6, 24, 14, 450, 1, [13 14 15], NA
5, 8, 25, 12, 250, 0, [17 18], 42
6, 6, 26, 19, 3000, 1, [21 22 23 24], NA
7, 8, 27, 5, 2100, 0, [25 26 27], 43
8, 6, 28, 1, 3500, 1, [29 30 31 32], NA
9, 6, 29, 3, 270, 0, [33 34], NA
10, 8, 30, 11, 1500, 1, [37 38 39], 44
11, 6, 31, 2, 200, 1, [41 42 43 44], NA
12, 6, 32, 9, 800, 1, [45 46 47], NA
13, 8, 33, 15, 2700, 0, [49 50 51], 45
14, 6, 34, 20, 1100, 1, [53 54], NA
15, 8, 35, 1, 3200, 1, [57 58], 46
16, 6, 36, 10, 3600, 1, [61 62 63], NA
17, 8, 37, 8, 1950, 1, [65 66], 47
18, 6, 38, 7, 2550, 1, [69 70 71], NA
19, 6, 39, 9, 50, 1, [73 74], NA
20, 6, 40, 4, 1700, 1, [77 78 79 80], NA
17, 8, 29, 8, 1950, 1, [5 66], 47
18, 6, 29, 7, 2550, 0, [9 70 71], NA
19, 6, 30, 9, 50, 0, [3 74], NA
20, 6, 30, 4, 1700, 1, [7 78 79 80], NA
